"Time (s)","Peak-Frequency"
8.690455477E1,2.017968750E4
8.699230862E1,4.218750000E2
8.709544424E1,6.796875000E2
8.719618362E1,7.265625000E2
8.729649193E1,6.328125000E2
8.739886608E1,2.343750000E2
8.749697724E1,2.343750000E2
8.759644301E1,1.875000000E2
8.769632331E1,2.109375000E2
8.780489439E1,1.875000000E2
8.789369470E1,2.343750000E2
8.799558731E1,2.343750000E2
8.809593847E1,4.687500000E2
8.819554247E1,4.453125000E2
8.829649508E1,4.453125000E2
8.839645016E1,1.875000000E2
8.849379262E1,1.640625000E2
8.860350185E1,2.015625000E4
8.871148277E1,1.945312500E3
8.879623477E1,2.578125000E2
8.889674547E1,2.343750000E2
8.899601777E1,2.029687500E4
8.909504708E1,1.982812500E4
8.919622824E1,1.640625000E2
8.929689908E1,2.022656250E4
8.939614616E1,2.578125000E2
8.949260393E1,1.987500000E4
8.959432708E1,2.017968750E4
8.969426000E1,2.017968750E4
8.979812793E1,1.171875000E2
8.990056985E1,1.640625000E2
8.999607662E1,2.020312500E4
9.009633816E1,1.406250000E2
9.019654000E1,1.406250000E2
9.029514401E1,1.406250000E2
9.041020154E1,1.640625000E2
9.049627593E1,2.109375000E2
9.059651816E1,2.020312500E4
9.069691139E1,2.109375000E2
9.079546001E1,2.109375000E2
9.089638916E1,4.218750000E2
9.099746393E1,2.812500000E2
9.109546978E1,4.687500000E2
9.119643408E1,2.812500000E2
9.129541839E1,1.875000000E2
9.139849878E1,2.343750000E2
9.150598924E1,3.750000000E2
9.159713162E1,6.093750000E2
9.169619593E1,5.390625000E2
9.179687254E1,2.578125000E2
9.189405570E1,3.515625000E2
9.199440916E1,3.750000000E2
9.209728239E1,3.750000000E2
9.220009631E1,4.453125000E2
9.229662978E1,2.578125000E2
9.239626524E1,1.171875000E2
9.249608278E1,1.875000000E2
9.259522239E1,2.109375000E2
9.269363439E1,2.109375000E2
9.279613847E1,1.875000000E2
9.289676462E1,2.017968750E4
9.300139470E1,2.109375000E2
9.310180793E1,4.687500000E2
9.319628278E1,1.406250000E2
9.329618916E1,3.890625000E3
9.339655839E1,2.109375000E2
9.349633008E1,1.171875000E2
9.359551931E1,2.025000000E4
9.370929962E1,2.343750000E2
9.379650708E1,2.109375000E2
9.389599108E1,2.343750000E2
9.399629501E1,2.578125000E2
9.409418831E1,2.343750000E2
9.419800947E1,2.578125000E2
9.429542547E1,3.914062500E3
9.439676824E1,2.109375000E2
9.449592985E1,2.343750000E2
9.459608147E1,2.027343750E4
9.469636401E1,2.343750000E2
9.480249324E1,2.578125000E2
9.490358893E1,2.017968750E4
9.499631724E1,1.640625000E2
9.509483193E1,2.578125000E2
9.519594893E1,2.812500000E2
9.529581531E1,3.937500000E3
9.539611685E1,2.109375000E2
9.549749839E1,1.171875000E2
9.559746793E1,3.960937500E3
9.569755416E1,1.171875000E2
9.579678339E1,2.109375000E2
9.589666862E1,1.640625000E2
9.599792124E1,2.109375000E2
9.609735101E1,2.109375000E2
9.619428301E1,2.578125000E2
9.629611478E1,3.937500000E3
9.639597778E1,1.875000000E2
9.649656985E1,1.406250000E2
9.659680301E1,3.937500000E3
9.669629385E1,2.578125000E2
9.679635570E1,2.109375000E2
9.689626731E1,2.027343750E4
9.699621724E1,2.109375000E2
9.709593931E1,2.343750000E2
9.719603816E1,2.109375000E2
9.730377285E1,2.343750000E2
9.740801531E1,2.343750000E2
9.749626862E1,2.109375000E2
9.759691478E1,3.937500000E3
9.769653478E1,2.578125000E2
9.779659847E1,2.578125000E2
9.789669347E1,2.027343750E4
9.799616731E1,2.578125000E2
9.809761508E1,2.812500000E2
9.820575347E1,2.578125000E2
9.830196001E1,2.578125000E2
9.839969078E1,2.343750000E2
9.849630239E1,2.013281250E4
9.859580547E1,3.937500000E3
9.869650308E1,2.343750000E2
9.879681316E1,2.020312500E4
9.889637324E1,3.937500000E3
9.900507531E1,2.812500000E2
9.909434854E1,1.406250000E2
9.919477962E1,1.640625000E2
9.929561108E1,2.343750000E2
9.939333285E1,2.343750000E2
9.949462985E1,1.640625000E2
9.959732854E1,3.937500000E3
9.969771754E1,1.171875000E2
9.979215847E1,2.343750000E2
9.989442147E1,3.937500000E3
9.999481170E1,2.578125000E2
1.000943751E2,1.875000000E2
1.001942563E2,2.027343750E4
1.002944819E2,2.343750000E2
1.003962399E2,1.987500000E4
1.004937529E2,2.017968750E4
1.005943369E2,3.937500000E3
1.006950027E2,1.982812500E4
1.007938218E2,2.343750000E2
1.009046821E2,3.937500000E3
1.009956778E2,2.578125000E2
1.010963021E2,1.640625000E2
1.011960012E2,2.022656250E4
1.012962855E2,2.343750000E2
1.014021255E2,2.578125000E2
1.014970575E2,2.578125000E2
1.015962366E2,1.640625000E2
1.016967092E2,2.343750000E2
1.018031332E2,2.343750000E2
1.018966702E2,3.937500000E3
1.019966461E2,2.109375000E2
1.021106517E2,2.343750000E2
1.022285212E2,2.020312500E4
1.023230396E2,4.687500000E2
1.023967062E2,1.406250000E2
1.024962459E2,2.343750000E2
1.025965218E2,2.343750000E2
1.027106824E2,1.406250000E2
1.027965825E2,1.171875000E2
1.028964948E2,3.937500000E3
1.029978658E2,1.640625000E2
1.030924572E2,2.578125000E2
1.031961815E2,3.937500000E3
1.032954631E2,2.578125000E2
1.033942292E2,7.031250000E1
1.034962455E2,2.025000000E4
1.035967882E2,1.171875000E2
1.036966966E2,7.031250000E1
1.037971739E2,2.015625000E4
1.038942855E2,3.937500000E3
1.039942535E2,2.343750000E2
1.040955849E2,2.578125000E2
1.041928822E2,3.914062500E3
1.042944249E2,1.640625000E2
1.043964267E2,1.406250000E2
1.044969593E2,2.025000000E4
1.045977923E2,1.640625000E2
1.047186867E2,1.640625000E2
1.047963442E2,2.017968750E4
1.048969855E2,1.406250000E2
1.049965877E2,1.875000000E2
1.050976412E2,2.010937500E4
1.051960544E2,2.020312500E4
1.052965920E2,1.640625000E2
1.053967707E2,2.003906250E4
1.054963513E2,2.027343750E4
1.056007108E2,1.640625000E2
1.056944000E2,2.343750000E2
1.057963637E2,2.022656250E4
1.058966326E2,2.343750000E2
1.059965277E2,7.031250000E1
1.060954916E2,2.013281250E4
1.061966142E2,2.015625000E4
1.062969505E2,1.171875000E2
1.064042246E2,2.015625000E4
1.064995652E2,2.029687500E4
1.065965705E2,2.812500000E2
1.066963572E2,2.578125000E2
1.067966935E2,2.343750000E2
1.068963544E2,1.171875000E2
1.069960002E2,2.343750000E2
1.070967142E2,2.015625000E4
1.071974849E2,2.578125000E2
1.073041292E2,2.343750000E2
1.073962049E2,1.875000000E2
1.074962322E2,1.640625000E2
1.075975391E2,2.343750000E2
1.077045024E2,4.687500000E2
1.078051479E2,1.406250000E2
1.078983677E2,1.171875000E2
1.079962379E2,1.987500000E4
1.080963138E2,2.029687500E4
1.081947156E2,2.022656250E4
1.082962219E2,1.640625000E2
1.083961911E2,2.010937500E4
1.084967993E2,2.027343750E4
1.085972126E2,1.875000000E2
1.087011738E2,2.010937500E4
1.087966668E2,2.343750000E2
1.088961988E2,1.992187500E3
1.089940882E2,2.343750000E2
1.090964086E2,1.875000000E2
1.091962246E2,1.875000000E2
1.092964470E2,2.578125000E2
1.093973098E2,2.812500000E2
1.095049837E2,3.984375000E2
1.095949415E2,4.218750000E2
1.096963682E2,1.406250000E2
1.097976052E2,2.025000000E4
1.098990827E2,5.390625000E2
1.099963505E2,7.734375000E2
1.100963443E2,5.390625000E2
1.101970627E2,5.390625000E2
1.103057264E2,7.734375000E2
1.104020950E2,2.109375000E2
1.104963325E2,2.578125000E2
1.105968110E2,2.578125000E2
1.106976366E2,7.031250000E1
1.107995950E2,2.032031250E4
1.108968704E2,1.640625000E2
1.109962348E2,2.812500000E2
1.110965682E2,2.812500000E2
1.111936868E2,1.406250000E2
1.112962101E2,1.406250000E2
1.113962987E2,2.578125000E2
1.114962870E2,2.343750000E2
1.115975228E2,1.875000000E2
1.117027480E2,2.006250000E4
1.118080471E2,4.453125000E2
1.119036864E2,1.171875000E2
1.119962495E2,1.406250000E2
1.120980828E2,1.406250000E2
1.121941625E2,4.921875000E2
1.122948139E2,4.687500000E2
1.123961188E2,2.578125000E2
1.124961987E2,1.171875000E2
1.125969273E2,1.406250000E2
1.126955664E2,3.984375000E2
1.127970068E2,4.453125000E2
1.128976384E2,3.046875000E2
1.129972219E2,2.812500000E2
1.130961671E2,2.109375000E2
1.131973642E2,9.375000000E1
1.132981301E2,1.851562500E3
1.133982585E2,2.017968750E4
1.134966445E2,1.989843750E4
1.135964545E2,5.390625000E2
1.136951402E2,2.015625000E4
1.137947049E2,3.937500000E3
1.138955917E2,1.406250000E2
1.139965482E2,1.406250000E2
1.140986113E2,1.171875000E2
1.141947036E2,1.640625000E2
1.142968516E2,1.994531250E4
1.143945046E2,2.022656250E4
1.144931317E2,1.406250000E2
1.145968443E2,1.640625000E3
1.146969206E2,2.017968750E4
1.147983670E2,2.020312500E4
1.149015802E2,1.640625000E2
1.149983529E2,1.640625000E2
1.151072132E2,1.640625000E2
1.151959159E2,1.171875000E2
1.152977671E2,1.171875000E2
1.153942205E2,2.343750000E2
1.154968299E2,2.109375000E2
1.155950323E2,2.109375000E2
1.156959785E2,5.507812500E3
1.157963625E2,3.046875000E2
1.158968532E2,2.578125000E2
1.159966117E2,3.984375000E2
1.160985206E2,1.875000000E2
1.161941975E2,4.218750000E2
1.164329809E2,1.875000000E3
1.165671202E2,2.343750000E2
1.166321289E2,1.406250000E2
1.167335858E2,4.921875000E2
1.168332427E2,3.960937500E3
1.169310175E2,4.007812500E3
1.170303258E2,4.054687500E3
1.171619191E2,4.101562500E3
1.172749203E2,4.570312500E3
1.173463049E2,2.109375000E3
1.174510969E2,3.820312500E3
1.175316883E2,3.867187500E3
1.176381947E2,3.914062500E3
1.177346935E2,3.960937500E3
1.178316800E2,4.453125000E3
1.179318212E2,4.500000000E3
1.180314074E2,4.546875000E3
1.181578342E2,4.148437500E3
1.182644270E2,4.195312500E3
1.183334680E2,4.242187500E3
1.184314901E2,4.289062500E3
1.185314880E2,4.335937500E3
1.186378714E2,4.359375000E3
1.187316985E2,4.406250000E3
1.188444765E2,3.960937500E3
1.189316455E2,3.984375000E3
1.190327025E2,4.921875000E2
1.191393683E2,2.578125000E2
1.192303492E2,2.812500000E2
1.193308178E2,2.578125000E2
1.194317285E2,2.343750000E2
1.195489022E2,4.453125000E2
1.196326513E2,3.984375000E3
1.197521553E2,3.515625000E2
1.198315292E2,3.515625000E2
1.199315625E2,3.937500000E3
1.200355759E2,3.960937500E3
1.201301868E2,3.890625000E3
1.202318775E2,5.625000000E2
1.203301129E2,3.046875000E2
1.204318175E2,3.937500000E3
1.205544944E2,5.156250000E2
1.206319883E2,3.890625000E3
1.207311828E2,3.515625000E2
1.208328169E2,4.921875000E2
1.209320477E2,3.046875000E2
1.210321194E2,5.859375000E2
1.211323652E2,3.890625000E3
1.212326262E2,3.937500000E3
1.213657366E2,4.242187500E3
1.215068009E2,4.289062500E3
1.215516412E2,3.937500000E3
1.216318551E2,3.937500000E3
1.217318834E2,4.242187500E3
1.218549631E2,3.937500000E3
1.219319911E2,3.937500000E3
1.220322698E2,4.218750000E3
1.221407437E2,4.195312500E3
1.222490135E2,4.312500000E3
1.224089557E2,3.937500000E3
1.224639908E2,3.867187500E3
1.225315932E2,4.171875000E3
1.226315975E2,3.914062500E3
1.227317200E2,4.195312500E3
1.228333625E2,6.562500000E2
1.229306957E2,4.218750000E3
1.230356622E2,3.914062500E3
1.231327572E2,4.218750000E3
1.232317365E2,3.890625000E3
1.233303249E2,4.195312500E3
1.234317668E2,4.289062500E3
1.235371566E2,3.914062500E3
1.236319676E2,4.242187500E3
1.237319692E2,4.335937500E3
1.238331085E2,4.171875000E3
1.239367516E2,4.265625000E3
1.240315962E2,4.359375000E3
1.241317935E2,3.914062500E3
1.242316009E2,3.984375000E3
1.243324040E2,4.335937500E3
1.244314422E2,2.343750000E2
1.245321923E2,4.218750000E3
1.246332945E2,4.289062500E3
1.247407526E2,4.078125000E3
1.248316665E2,4.148437500E3
1.249318375E2,3.914062500E3
1.250295805E2,1.171875000E2
1.251315923E2,4.359375000E3
1.252326421E2,1.171875000E2
1.253414108E2,4.171875000E3
1.254334089E2,4.242187500E3
1.255451831E2,4.289062500E3
1.256418039E2,4.359375000E3
1.257377526E2,4.078125000E3
1.258318845E2,4.148437500E3
1.259320984E2,4.218750000E3
1.260326132E2,3.914062500E3
1.261398642E2,3.960937500E3
1.262316030E2,4.382812500E3
1.263316372E2,4.453125000E3
1.264322895E2,4.125000000E3
1.265301699E2,4.195312500E3
1.266295634E2,4.242187500E3
1.267294695E2,4.289062500E3
1.268329212E2,4.359375000E3
1.269296205E2,4.007812500E3
1.270410554E2,4.054687500E3
1.271326305E2,4.101562500E3
1.272320945E2,4.148437500E3
1.273347339E2,4.195312500E3
1.274321529E2,4.265625000E3
1.275333362E2,3.867187500E3
1.276329514E2,3.914062500E3
1.277363766E2,3.960937500E3
1.278318105E2,4.453125000E3
1.279317676E2,4.500000000E3
1.280331116E2,2.273437500E3
1.281464633E2,4.148437500E3
1.282313827E2,4.195312500E3
1.283318360E2,4.242187500E3
1.284316024E2,4.289062500E3
1.285314339E2,4.335937500E3
1.286319713E2,4.359375000E3
1.287319562E2,3.914062500E3
1.288321631E2,3.960937500E3
1.289295822E2,3.984375000E3
1.290314883E2,3.515625000E2
1.291305442E2,4.218750000E2
1.292359310E2,1.171875000E2
1.293283922E2,4.921875000E2
1.294324153E2,5.156250000E2
1.295316431E2,5.156250000E2
1.296420790E2,4.921875000E2
1.297316375E2,4.921875000E2
1.298316566E2,4.453125000E2
1.299316579E2,4.687500000E2
1.300293784E2,3.914062500E3
1.301423868E2,4.921875000E2
1.302319692E2,4.265625000E3
1.303319581E2,4.218750000E2
1.304316597E2,3.984375000E2
1.305320209E2,6.328125000E2
1.306323551E2,3.984375000E2
1.307323525E2,4.218750000E2
1.308316147E2,4.218750000E2
1.309323342E2,4.335937500E3
1.310319107E2,3.984375000E2
1.311318058E2,4.335937500E3
1.312321045E2,4.289062500E3
1.313317988E2,4.242187500E3
1.314315852E2,4.289062500E3
1.315422735E2,4.195312500E3
1.316322579E2,4.359375000E3
1.317292009E2,4.242187500E3
1.318316458E2,4.242187500E3
1.319307037E2,4.382812500E3
1.320318212E2,4.218750000E3
1.321317065E2,4.195312500E3
1.322330000E2,4.312500000E3
1.323321966E2,4.265625000E3
1.324298402E2,4.218750000E3
1.325318357E2,4.335937500E3
1.326301227E2,4.289062500E3
1.327284474E2,4.195312500E3
1.328320803E2,4.312500000E3
1.329318292E2,4.218750000E3
1.330331237E2,3.914062500E3
1.331329156E2,4.218750000E3
1.332314135E2,4.312500000E3
1.333306117E2,4.195312500E3
1.334305689E2,4.289062500E3
1.335294775E2,4.148437500E3
1.336314055E2,4.242187500E3
1.337328922E2,4.335937500E3
1.338312332E2,4.171875000E3
1.339372895E2,4.265625000E3
1.340316526E2,4.359375000E3
1.341322468E2,4.171875000E3
1.342370680E2,4.265625000E3
1.343318997E2,4.335937500E3
1.344309917E2,4.406250000E3
1.345295834E2,4.218750000E3
1.346316443E2,4.289062500E3
1.347333061E2,4.359375000E3
1.348397916E2,4.148437500E3
1.349317034E2,4.218750000E3
1.350316151E2,4.289062500E3
1.351318135E2,4.359375000E3
1.352432640E2,4.429687500E3
1.353309753E2,4.171875000E3
1.354317673E2,4.242187500E3
1.355326209E2,4.289062500E3
1.356420588E2,4.359375000E3
1.357314145E2,4.921875000E2
1.358318120E2,4.148437500E3
1.359318556E2,4.218750000E3
1.360406951E2,4.265625000E3
1.361320179E2,4.335937500E3
1.362318517E2,4.382812500E3
1.363321471E2,4.453125000E3
1.364357077E2,4.125000000E3
1.365319790E2,4.195312500E3
1.366314375E2,4.242187500E3
1.367309125E2,4.289062500E3
1.368298381E2,4.359375000E3
1.369324520E2,4.406250000E3
1.370296908E2,4.453125000E3
1.371297569E2,4.101562500E3
1.372325369E2,4.148437500E3
1.373321950E2,4.195312500E3
1.374322495E2,4.265625000E3
1.375299083E2,4.312500000E3
1.376298996E2,4.359375000E3
1.377342532E2,3.960937500E3
1.378316619E2,4.453125000E3
1.379298830E2,4.500000000E3
1.380324757E2,4.546875000E3
1.381361969E2,4.148437500E3
1.382485779E2,4.195312500E3
1.383291230E2,4.242187500E3
1.384313165E2,4.289062500E3
1.385331950E2,4.335937500E3
1.386368479E2,4.359375000E3
1.387438502E2,4.382812500E3
1.388282717E2,4.406250000E3
1.389170997E2,3.960937500E3
1.391386656E2,3.984375000E3
1.392495099E2,2.015625000E3
1.393381954E2,1.171875000E2
1.394402388E2,2.812500000E2
1.395556160E2,2.109375000E2
1.396507862E2,2.578125000E2
1.397382665E2,2.343750000E2
1.398457530E2,2.109375000E2
1.399545551E2,2.109375000E2
1.400400640E2,4.007812500E3
1.401377963E2,2.109375000E2
1.402405502E2,2.343750000E2
1.403410265E2,4.007812500E3
1.404412308E2,4.007812500E3
1.405381280E2,4.007812500E3
1.406388249E2,5.859375000E2
1.407385529E2,6.093750000E2
1.408379869E2,4.007812500E3
1.409444920E2,4.031250000E3
1.410532874E2,4.007812500E3
1.411521025E2,4.031250000E3
1.412471207E2,3.984375000E3
1.413406677E2,4.007812500E3
1.414453117E2,4.007812500E3
1.415405376E2,6.093750000E2
1.416467966E2,4.054687500E3
1.417479145E2,1.171875000E2
1.418423995E2,4.031250000E3
1.419521726E2,4.078125000E3
1.420902127E2,1.171875000E2
1.421400397E2,2.578125000E2
1.422411099E2,1.171875000E2
1.423506742E2,2.343750000E2
1.424422979E2,2.343750000E2
1.425388323E2,4.101562500E3
1.426397028E2,4.078125000E3
1.427384852E2,4.031250000E3
1.428691616E2,3.960937500E3
1.429719598E2,4.078125000E3
1.430466493E2,4.007812500E3
1.431399929E2,4.125000000E3
1.432425831E2,4.031250000E3
1.433397829E2,4.148437500E3
1.434396542E2,4.054687500E3
1.435392311E2,2.343750000E2
1.436403129E2,4.031250000E3
1.437403139E2,4.125000000E3
1.438392142E2,4.007812500E3
1.439374822E2,4.101562500E3
1.440398997E2,2.343750000E2
1.441402727E2,4.031250000E3
1.442401616E2,5.625000000E2
1.443389136E2,5.859375000E2
1.444403936E2,4.031250000E3
1.445403222E2,4.125000000E3
1.446398530E2,5.625000000E2
1.447382696E2,4.007812500E3
1.448392985E2,4.078125000E3
1.449379089E2,2.109375000E2
1.450406003E2,2.343750000E2
1.451396235E2,4.031250000E3
1.452407289E2,4.101562500E3
1.453402109E2,4.171875000E3
1.454382795E2,3.937500000E3
1.455404828E2,3.984375000E3
1.456410717E2,4.054687500E3
1.457399832E2,4.125000000E3
1.458381951E2,5.625000000E2
1.459404721E2,2.578125000E2
1.460414748E2,3.984375000E3
1.461403136E2,4.054687500E3
1.462393092E2,4.101562500E3
1.463404797E2,4.171875000E3
1.464404185E2,3.867187500E3
1.465404444E2,3.937500000E3
1.466409250E2,3.984375000E3
1.467408542E2,4.031250000E3
1.468405739E2,4.101562500E3
1.469403268E2,4.148437500E3
1.470399920E2,4.195312500E3
1.471389305E2,4.265625000E3
1.472401809E2,4.312500000E3
1.473400195E2,3.960937500E3
1.474407192E2,4.031250000E3
1.475401379E2,4.078125000E3
1.476390875E2,4.125000000E3
1.477387015E2,4.171875000E3
1.478398954E2,4.218750000E3
1.479402597E2,2.343750000E2
1.480404397E2,3.890625000E3
1.481463471E2,3.937500000E3
1.482402883E2,3.984375000E3
1.483402129E2,4.031250000E3
1.484427720E2,4.078125000E3
1.485403222E2,4.101562500E3
1.486405896E2,4.148437500E3
1.487402052E2,4.195312500E3
1.488374099E2,4.242187500E3
1.489398105E2,2.109375000E2
1.490384348E2,4.335937500E3
1.491484253E2,4.382812500E3
1.492572326E2,3.937500000E3
1.493384699E2,3.984375000E3
1.494405469E2,8.671875000E2
1.495407163E2,4.687500000E2
1.496509776E2,7.734375000E2
1.497383865E2,6.562500000E2
1.498406410E2,2.008593750E4
1.499382231E2,1.640625000E2
1.500402791E2,4.007812500E3
1.501408163E2,6.796875000E2
1.502405834E2,3.046875000E2
1.503404629E2,1.640625000E2
1.504401462E2,3.281250000E2
1.505400637E2,2.343750000E2
1.506418043E2,3.984375000E3
1.507406105E2,4.054687500E3
1.508437016E2,4.054687500E3
1.509391709E2,6.093750000E2
1.510412481E2,6.328125000E2
1.511404915E2,1.640625000E2
1.512400594E2,1.875000000E2
1.513411265E2,1.875000000E2
1.514506724E2,4.007812500E3
1.515417259E2,3.984375000E3
1.516452148E2,4.054687500E3
1.517442296E2,4.007812500E3
1.518414312E2,4.054687500E3
1.519405469E2,4.078125000E3
1.520415046E2,4.101562500E3
1.521405207E2,3.984375000E3
1.522394733E2,2.343750000E2
1.523408757E2,3.984375000E3
1.524393062E2,4.125000000E3
1.525407646E2,4.101562500E3
1.526403191E2,4.054687500E3
1.527405081E2,4.031250000E3
1.528411681E2,3.960937500E3
1.529585542E2,4.078125000E3
1.530587145E2,4.007812500E3
1.531401160E2,4.125000000E3
1.532405683E2,4.054687500E3
1.533406902E2,4.148437500E3
1.534411726E2,4.054687500E3
1.535414749E2,4.148437500E3
1.536414798E2,4.031250000E3
1.537410960E2,4.125000000E3
1.538465659E2,4.007812500E3
1.539401364E2,4.101562500E3
1.540406404E2,1.406250000E2
1.541373699E2,4.031250000E3
1.542638963E2,4.125000000E3
1.543402862E2,3.960937500E3
1.544404890E2,4.031250000E3
1.545418532E2,4.125000000E3
1.546463782E2,3.937500000E3
1.547410462E2,4.007812500E3
1.548407514E2,3.984375000E2
1.549406225E2,4.171875000E3
1.550405299E2,3.960937500E3
1.551402275E2,4.031250000E3
1.552402502E2,4.101562500E3
1.553415475E2,4.171875000E3
1.554404366E2,3.937500000E3
1.555406915E2,3.984375000E3
1.556404825E2,4.054687500E3
1.557494650E2,4.125000000E3
1.558395958E2,4.195312500E3
1.559405456E2,4.242187500E3
1.560404170E2,3.984375000E3
1.561406185E2,4.054687500E3
1.562402557E2,4.101562500E3
1.563402044E2,4.171875000E3
1.564411761E2,3.867187500E3
1.565481884E2,2.343750000E2
1.566441813E2,3.984375000E3
1.567408118E2,4.031250000E3
1.568410139E2,4.101562500E3
1.569395299E2,4.148437500E3
1.570385478E2,4.195312500E3
1.571407742E2,4.265625000E3
1.572363000E2,4.312500000E3
1.573410046E2,3.984375000E2
1.574373555E2,4.031250000E3
1.575407069E2,4.078125000E3
1.576403859E2,4.125000000E3
1.577405552E2,4.171875000E3
1.578405680E2,4.218750000E3
1.579553524E2,4.265625000E3
1.580397474E2,3.890625000E3
1.581408635E2,3.937500000E3
1.582405699E2,3.984375000E3
1.583402619E2,4.031250000E3
1.584487752E2,4.078125000E3
1.585385339E2,4.101562500E3
1.586405672E2,4.148437500E3
1.587404514E2,4.195312500E3
1.588400769E2,4.242187500E3
1.589413326E2,4.289062500E3
1.590399437E2,4.335937500E3
1.591400342E2,4.382812500E3
1.592370283E2,NaN
1.593370773E2,NaN
