"Time (s)","Recording (a.u.)"
3.135416667E-2,7.782219916E-3
3.137500000E-2,3.997924741E-3
3.139583333E-2,3.051850948E-4
3.141666667E-2,-2.990813929E-3
3.143750000E-2,2.014221625E-3
3.145833333E-2,-8.545182653E-4
3.147916667E-2,4.242072817E-3
3.150000000E-2,-7.019257179E-4
3.152083333E-2,1.373332926E-3
3.154166667E-2,3.570665609E-3
3.156250000E-2,4.028443251E-3
3.158333333E-2,5.920590838E-3
3.160416667E-2,-8.239997559E-4
3.162500000E-2,-3.234962004E-3
3.164583333E-2,-9.430219428E-3
3.166666667E-2,-8.026367992E-3
3.168750000E-2,-2.624591815E-3
3.170833333E-2,2.655110324E-3
3.172916667E-2,8.117923521E-3
3.175000000E-2,8.819849239E-3
3.177083333E-2,6.805627613E-3
3.179166667E-2,9.186071352E-3
3.181250000E-2,5.523850215E-3
3.183333333E-2,9.674367504E-3
3.185416667E-2,4.394665365E-3
3.187500000E-2,2.868739891E-3
3.189583333E-2,1.098666341E-3
3.191666667E-2,-2.929776910E-3
3.193750000E-2,4.119998779E-3
3.195833333E-2,-7.324442274E-4
3.197916667E-2,7.477034822E-3
3.200000000E-2,2.105777154E-3
3.202083333E-2,4.211554308E-3
3.204166667E-2,5.493331706E-4
3.206250000E-2,-3.570665609E-3
3.208333333E-2,6.103701895E-5
3.210416667E-2,-5.432294687E-3
3.212500000E-2,-1.831110569E-3
3.214583333E-2,-5.706961272E-3
3.216666667E-2,-1.159703360E-3
3.218750000E-2,-4.272591327E-4
3.220833333E-2,-8.239997559E-4
3.222916667E-2,3.418073061E-3
3.225000000E-2,-7.324442274E-4
3.227083333E-2,9.155552843E-4
3.229166667E-2,2.594073305E-3
3.231250000E-2,-3.357036042E-4
3.233333333E-2,5.554368725E-3
3.235416667E-2,1.220740379E-3
3.237500000E-2,8.728293710E-3
3.239583333E-2,8.392590106E-3
3.241666667E-2,9.338663900E-3
3.243750000E-2,1.037629322E-2
3.245833333E-2,5.798516800E-4
3.247916667E-2,3.601184118E-3
3.250000000E-2,-9.155552843E-3
3.252083333E-2,-3.845332194E-3
3.254166667E-2,-7.965330973E-3
3.256250000E-2,-5.584887234E-3
3.258333333E-2,-1.373332926E-3
3.260416667E-2,-4.516739402E-3
3.262500000E-2,4.425183874E-3
3.264583333E-2,1.953184606E-3
3.266666667E-2,8.148442030E-3
3.268750000E-2,6.164738914E-3
3.270833333E-2,2.075258644E-3
3.272916667E-2,-6.714072085E-4
3.275000000E-2,-9.399700919E-3
3.277083333E-2,-6.714072085E-3
3.279166667E-2,-5.371257668E-3
3.281250000E-2,-1.525925474E-3
3.283333333E-2,6.225775933E-3
3.285416667E-2,4.913480026E-3
3.287500000E-2,1.028473769E-2
3.289583333E-2,7.751701407E-3
3.291666667E-2,9.094515824E-3
3.293750000E-2,7.721182897E-3
3.295833333E-2,-3.967406232E-4
3.297916667E-2,-1.434369945E-3
3.300000000E-2,-1.242103336E-2
3.302083333E-2,-7.751701407E-3
3.304166667E-2,-1.309244057E-2
3.306250000E-2,-6.103701895E-3
3.308333333E-2,-1.037629322E-3
3.310416667E-2,1.220740379E-4
3.312500000E-2,7.995849483E-3
3.314583333E-2,3.357036042E-3
3.316666667E-2,6.469924009E-3
3.318750000E-2,-3.662221137E-4
3.320833333E-2,-1.678518021E-3
3.322916667E-2,-5.005035554E-3
3.325000000E-2,-7.324442274E-3
3.327083333E-2,-5.645924253E-3
3.329166667E-2,-4.638813440E-3
3.331250000E-2,0.000000000E0
3.333333333E-2,4.394665365E-3
3.335416667E-2,5.188146611E-3
3.337500000E-2,9.918515580E-3
3.339583333E-2,4.852443007E-3
3.341666667E-2,3.295999023E-3
3.343750000E-2,-1.983703116E-3
3.345833333E-2,-6.225775933E-3
3.347916667E-2,-1.617481002E-3
3.350000000E-2,-6.469924009E-3
3.352083333E-2,1.770073550E-3
3.354166667E-2,-5.218665120E-3
3.356250000E-2,-1.647999512E-3
3.358333333E-2,-2.075258644E-3
3.360416667E-2,0.000000000E0
3.362500000E-2,3.845332194E-3
3.364583333E-2,-3.204443495E-3
3.366666667E-2,-2.533036287E-3
3.368750000E-2,-1.199377422E-2
3.370833333E-2,-1.129184851E-2
3.372916667E-2,-8.911404767E-3
3.375000000E-2,-3.845332194E-3
3.377083333E-2,3.143406476E-3
3.379166667E-2,4.943998535E-3
3.381250000E-2,5.615405744E-3
3.383333333E-2,3.906369213E-3
3.385416667E-2,3.936887722E-3
3.387500000E-2,4.547257912E-3
3.389583333E-2,1.312295907E-3
3.391666667E-2,1.129184851E-3
3.393750000E-2,-3.448591571E-3
3.395833333E-2,-4.730368969E-3
3.397916667E-2,-2.716147343E-3
3.400000000E-2,-3.479110080E-3
3.402083333E-2,1.831110569E-3
3.404166667E-2,-1.373332926E-3
3.406250000E-2,3.570665609E-3
3.408333333E-2,-2.105777154E-3
3.410416667E-2,-2.594073305E-3
3.412500000E-2,-1.983703116E-3
3.414583333E-2,-5.371257668E-3
3.416666667E-2,-2.471999268E-3
3.418750000E-2,-6.683553575E-3
3.420833333E-2,-2.288888211E-3
3.422916667E-2,-3.173924986E-3
3.425000000E-2,1.525925474E-4
3.427083333E-2,9.155552843E-5
3.429166667E-2,-6.103701895E-5
3.431250000E-2,2.136295663E-4
3.433333333E-2,-9.460737938E-4
3.435416667E-2,3.357036042E-4
3.437500000E-2,1.312295907E-3
3.439583333E-2,6.103701895E-4
3.441666667E-2,4.455702383E-3
3.443750000E-2,6.042664876E-3
3.445833333E-2,6.897183142E-3
3.447916667E-2,7.751701407E-3
3.450000000E-2,1.159703360E-3
3.452083333E-2,-1.525925474E-4
3.454166667E-2,-8.209479049E-3
3.456250000E-2,-7.995849483E-3
3.458333333E-2,-1.065095981E-2
3.460416667E-2,-6.897183142E-3
3.462500000E-2,-5.951109348E-3
3.464583333E-2,-4.242072817E-3
3.466666667E-2,1.220740379E-4
3.468750000E-2,2.136295663E-4
3.470833333E-2,7.263405255E-3
3.472916667E-2,4.577776421E-3
3.475000000E-2,6.378368480E-3
3.477083333E-2,-6.714072085E-4
3.479166667E-2,-5.523850215E-3
3.481250000E-2,-8.362071596E-3
3.483333333E-2,-7.293923765E-3
3.485416667E-2,-3.540147099E-3
3.487500000E-2,1.464888455E-3
3.489583333E-2,5.767998291E-3
3.491666667E-2,7.324442274E-3
3.493750000E-2,8.667256691E-3
3.495833333E-2,8.423108615E-3
3.497916667E-2,8.362071596E-3
3.500000000E-2,3.418073061E-3
3.502083333E-2,-6.408886990E-4
3.504166667E-2,-8.728293710E-3
3.506250000E-2,-8.972441786E-3
3.508333333E-2,-1.211584826E-2
3.510416667E-2,-8.545182653E-3
3.512500000E-2,-3.509628590E-3
3.514583333E-2,7.934812464E-4
3.516666667E-2,5.157628101E-3
3.518750000E-2,6.286812952E-3
3.520833333E-2,7.721182897E-3
3.522916667E-2,3.234962004E-3
3.525000000E-2,3.326517533E-3
3.527083333E-2,-2.716147343E-3
3.529166667E-2,-2.044740135E-3
3.531250000E-2,-4.150517289E-3
3.533333333E-2,-1.831110569E-3
3.535416667E-2,1.464888455E-3
3.537500000E-2,5.218665120E-3
3.539583333E-2,8.545182653E-3
3.541666667E-2,1.052888577E-2
3.543750000E-2,1.174962615E-2
3.545833333E-2,6.530961028E-3
3.547916667E-2,4.119998779E-3
3.550000000E-2,-2.655110324E-3
3.552083333E-2,-1.495406964E-3
3.554166667E-2,-2.533036287E-3
3.556250000E-2,0.000000000E0
3.558333333E-2,-6.408886990E-4
3.560416667E-2,-1.495406964E-3
3.562500000E-2,-1.190221870E-3
3.564583333E-2,1.312295907E-3
3.566666667E-2,3.204443495E-3
3.568750000E-2,2.716147343E-3
3.570833333E-2,-1.342814417E-3
3.572916667E-2,-6.622516556E-3
3.575000000E-2,-8.484145634E-3
3.577083333E-2,-1.028473769E-2
3.579166667E-2,-1.617481002E-3
3.581250000E-2,1.617481002E-3
3.583333333E-2,8.178960540E-3
3.585416667E-2,8.819849239E-3
3.587500000E-2,7.110812708E-3
3.589583333E-2,8.392590106E-3
3.591666667E-2,7.782219916E-3
3.593750000E-2,7.660145878E-3
3.595833333E-2,5.371257668E-3
3.597916667E-2,4.028443251E-3
3.600000000E-2,-6.408886990E-4
3.602083333E-2,1.647999512E-3
3.604166667E-2,6.103701895E-5
3.606250000E-2,4.028443251E-3
3.608333333E-2,4.394665365E-3
3.610416667E-2,5.462813196E-3
3.612500000E-2,5.462813196E-3
3.614583333E-2,2.380443739E-3
3.616666667E-2,1.892147588E-3
3.618750000E-2,1.129184851E-3
3.620833333E-2,7.629627369E-4
3.622916667E-2,-8.545182653E-4
3.625000000E-2,2.136295663E-4
3.627083333E-2,1.342814417E-3
3.629166667E-2,3.357036042E-3
3.631250000E-2,3.418073061E-3
3.633333333E-2,6.591998047E-3
3.635416667E-2,3.326517533E-3
3.637500000E-2,5.371257668E-3
3.639583333E-2,4.547257912E-3
3.641666667E-2,5.157628101E-3
3.643750000E-2,5.554368725E-3
3.645833333E-2,5.279702139E-3
3.647916667E-2,9.460737938E-3
3.650000000E-2,9.216589862E-3
3.652083333E-2,1.217688528E-2
3.654166667E-2,5.981627857E-3
3.656250000E-2,5.127109592E-3
3.658333333E-2,-2.838221381E-3
3.660416667E-2,-5.371257668E-3
3.662500000E-2,-6.134220405E-3
3.664583333E-2,-6.866664632E-3
3.666666667E-2,-2.533036287E-3
3.668750000E-2,-2.563554796E-3
3.670833333E-2,7.324442274E-4
3.672916667E-2,2.746665853E-3
3.675000000E-2,6.988738670E-3
3.677083333E-2,6.591998047E-3
3.679166667E-2,8.789330729E-3
3.681250000E-2,3.082369457E-3
3.683333333E-2,-1.068147832E-3
3.685416667E-2,-5.523850215E-3
3.687500000E-2,-5.005035554E-3
3.689583333E-2,-3.051850948E-3
3.691666667E-2,2.960295419E-3
3.693750000E-2,6.317331462E-3
3.695833333E-2,9.125034333E-3
3.697916667E-2,1.147495956E-2
3.700000000E-2,9.491256447E-3
3.702083333E-2,1.342814417E-2
3.704166667E-2,6.622516556E-3
3.706250000E-2,4.974517045E-3
3.708333333E-2,-3.906369213E-3
3.710416667E-2,-6.836146123E-3
3.712500000E-2,-9.521774957E-3
3.714583333E-2,-9.216589862E-3
3.716666667E-2,-3.723258156E-3
3.718750000E-2,0.000000000E0
3.720833333E-2,5.493331706E-3
3.722916667E-2,7.019257179E-3
3.725000000E-2,8.514664144E-3
3.727083333E-2,6.042664876E-3
3.729166667E-2,3.051850948E-3
3.731250000E-2,-9.155552843E-4
3.733333333E-2,-2.594073305E-3
3.735416667E-2,-6.683553575E-3
3.737500000E-2,-3.143406476E-3
3.739583333E-2,-3.051850948E-3
3.741666667E-2,3.570665609E-3
3.743750000E-2,5.829035310E-3
3.745833333E-2,8.697775201E-3
3.747916667E-2,1.129184851E-2
3.750000000E-2,6.317331462E-3
3.752083333E-2,5.981627857E-3
3.754166667E-2,-2.960295419E-3
3.756250000E-2,-1.464888455E-3
3.758333333E-2,-3.784295175E-3
3.760416667E-2,-6.714072085E-4
3.762500000E-2,-1.342814417E-3
3.764583333E-2,-2.044740135E-3
3.766666667E-2,-1.617481002E-3
3.768750000E-2,-2.380443739E-3
3.770833333E-2,3.936887722E-3
3.772916667E-2,8.545182653E-4
3.775000000E-2,1.525925474E-4
3.777083333E-2,-5.859553819E-3
3.779166667E-2,-1.062044130E-2
3.781250000E-2,-1.135288553E-2
3.783333333E-2,-8.758812220E-3
3.785416667E-2,-2.899258400E-3
3.787500000E-2,3.570665609E-3
3.789583333E-2,3.692739647E-3
3.791666667E-2,6.805627613E-3
3.793750000E-2,3.082369457E-3
3.795833333E-2,5.554368725E-3
3.797916667E-2,5.523850215E-3
3.800000000E-2,1.159703360E-3
3.802083333E-2,3.021332438E-3
3.804166667E-2,-5.371257668E-3
3.806250000E-2,-1.800592059E-3
3.808333333E-2,-5.890072329E-3
3.810416667E-2,-9.460737938E-4
3.812500000E-2,-8.239997559E-4
3.814583333E-2,-3.967406232E-4
3.816666667E-2,2.929776910E-3
3.818750000E-2,-3.143406476E-3
3.820833333E-2,-7.934812464E-4
3.822916667E-2,-3.631702628E-3
3.825000000E-2,-2.960295419E-3
3.827083333E-2,-2.899258400E-3
3.829166667E-2,-5.432294687E-3
3.831250000E-2,-1.525925474E-3
3.833333333E-2,-1.586962493E-3
3.835416667E-2,-3.051850948E-4
3.837500000E-2,3.234962004E-3
3.839583333E-2,-1.129184851E-3
3.841666667E-2,3.936887722E-3
3.843750000E-2,-1.251258889E-3
3.845833333E-2,3.357036042E-3
3.847916667E-2,3.021332438E-3
3.850000000E-2,7.629627369E-4
3.852083333E-2,8.301034577E-3
3.854166667E-2,4.119998779E-3
3.856250000E-2,1.178014466E-2
3.858333333E-2,4.058961760E-3
3.860416667E-2,3.692739647E-3
3.862500000E-2,-2.075258644E-3
3.864583333E-2,-9.277626881E-3
3.866666667E-2,-6.317331462E-3
3.868750000E-2,-1.254310739E-2
3.870833333E-2,-5.615405744E-3
3.872916667E-2,-6.591998047E-3
3.875000000E-2,-4.303109836E-3
3.877083333E-2,-2.136295663E-4
3.879166667E-2,1.251258889E-3
3.881250000E-2,6.195257424E-3
3.883333333E-2,4.425183874E-3
3.885416667E-2,4.181035798E-3
3.887500000E-2,-1.525925474E-3
3.889583333E-2,-8.423108615E-3
3.891666667E-2,-6.225775933E-3
3.893750000E-2,-1.077303385E-2
3.895833333E-2,-5.493331706E-4
3.897916667E-2,7.324442274E-4
3.900000000E-2,4.730368969E-3
3.902083333E-2,1.040681173E-2
3.904166667E-2,3.509628590E-3
3.906250000E-2,1.278725547E-2
3.908333333E-2,3.570665609E-3
3.910416667E-2,4.547257912E-3
3.912500000E-2,-4.425183874E-3
3.914583333E-2,-9.125034333E-3
3.916666667E-2,-1.031525620E-2
3.918750000E-2,-1.519821772E-2
3.920833333E-2,-5.645924253E-3
3.922916667E-2,-7.538071841E-3
3.925000000E-2,2.105777154E-3
3.927083333E-2,4.211554308E-3
3.929166667E-2,3.570665609E-3
3.931250000E-2,6.469924009E-3
3.933333333E-2,1.220740379E-4
3.935416667E-2,-1.190221870E-3
3.937500000E-2,-4.394665365E-3
3.939583333E-2,-7.477034822E-3
3.941666667E-2,-4.211554308E-3
3.943750000E-2,-6.408886990E-3
3.945833333E-2,3.326517533E-3
3.947916667E-2,2.624591815E-3
3.950000000E-2,8.728293710E-3
3.952083333E-2,1.144444105E-2
3.954166667E-2,6.805627613E-3
3.956250000E-2,9.369182409E-3
3.958333333E-2,-2.777184362E-3
3.960416667E-2,5.798516800E-4
3.962500000E-2,-5.829035310E-3
3.964583333E-2,-1.434369945E-3
3.966666667E-2,-1.464888455E-3
3.968750000E-2,-3.662221137E-3
3.970833333E-2,-8.850367748E-4
3.972916667E-2,-4.791405988E-3
3.975000000E-2,3.082369457E-3
3.977083333E-2,2.136295663E-4
3.979166667E-2,1.983703116E-3
3.981250000E-2,-3.204443495E-3
3.983333333E-2,-8.728293710E-3
3.985416667E-2,-9.674367504E-3
3.987500000E-2,-1.071199683E-2
3.989583333E-2,-3.326517533E-3
3.991666667E-2,2.410962249E-3
3.993750000E-2,5.188146611E-3
3.995833333E-2,8.392590106E-3
3.997916667E-2,3.753776666E-3
4.000000000E-2,7.599108860E-3
4.002083333E-2,5.920590838E-3
4.004166667E-2,3.479110080E-3
4.006250000E-2,5.279702139E-3
4.008333333E-2,-3.601184118E-3
4.010416667E-2,3.357036042E-4
4.012500000E-2,-5.737479781E-3
4.014583333E-2,-7.324442274E-4
4.016666667E-2,-8.545182653E-4
4.018750000E-2,-6.714072085E-4
4.020833333E-2,3.479110080E-3
4.022916667E-2,-2.014221625E-3
4.025000000E-2,-6.103701895E-5
4.027083333E-2,-3.936887722E-3
4.029166667E-2,-2.502517777E-3
4.031250000E-2,-3.753776666E-3
4.033333333E-2,-5.066072573E-3
4.035416667E-2,-3.814813684E-3
4.037500000E-2,-2.807702872E-3
4.039583333E-2,-2.105777154E-3
4.041666667E-2,9.155552843E-5
4.043750000E-2,-1.495406964E-3
4.045833333E-2,0.000000000E0
4.047916667E-2,-2.624591815E-3
4.050000000E-2,-5.798516800E-4
4.052083333E-2,7.324442274E-4
4.054166667E-2,-9.765923032E-4
4.056250000E-2,4.425183874E-3
4.058333333E-2,2.990813929E-3
4.060416667E-2,8.758812220E-3
4.062500000E-2,4.089480270E-3
4.064583333E-2,4.516739402E-3
4.066666667E-2,-3.021332438E-3
4.068750000E-2,-7.385479293E-3
4.070833333E-2,-9.125034333E-3
4.072916667E-2,-1.315347758E-2
4.075000000E-2,-7.690664388E-3
4.077083333E-2,-9.949034089E-3
4.079166667E-2,-4.272591327E-3
4.081250000E-2,-3.845332194E-3
4.083333333E-2,3.967406232E-4
4.085416667E-2,3.631702628E-3
4.087500000E-2,5.279702139E-3
4.089583333E-2,3.021332438E-3
4.091666667E-2,-3.051850948E-5
4.093750000E-2,-5.798516800E-3
4.095833333E-2,-8.972441786E-3
4.097916667E-2,-8.392590106E-3
4.100000000E-2,-4.943998535E-3
4.102083333E-2,-5.493331706E-4
4.104166667E-2,3.234962004E-3
4.106250000E-2,7.721182897E-3
4.108333333E-2,5.279702139E-3
4.110416667E-2,9.155552843E-3
4.112500000E-2,5.737479781E-3
4.114583333E-2,5.493331706E-3
4.116666667E-2,-2.258369701E-3
4.118750000E-2,-6.591998047E-3
4.120833333E-2,-1.113925596E-2
4.122916667E-2,-1.370281075E-2
4.125000000E-2,-1.004058962E-2
4.127083333E-2,-7.690664388E-3
4.129166667E-2,8.545182653E-4
4.131250000E-2,2.136295663E-3
4.133333333E-2,7.293923765E-3
4.135416667E-2,5.188146611E-3
4.137500000E-2,4.425183874E-3
4.139583333E-2,1.831110569E-4
4.141666667E-2,-3.143406476E-3
4.143750000E-2,-4.821924497E-3
4.145833333E-2,-7.812738426E-3
4.147916667E-2,-5.462813196E-3
4.150000000E-2,-3.295999023E-3
4.152083333E-2,9.765923032E-4
4.154166667E-2,5.523850215E-3
4.156250000E-2,8.301034577E-3
4.158333333E-2,7.873775445E-3
4.160416667E-2,7.568590350E-3
4.162500000E-2,4.272591327E-4
4.164583333E-2,-1.037629322E-3
4.166666667E-2,-4.821924497E-3
4.168750000E-2,-2.441480758E-3
4.170833333E-2,-2.868739891E-3
4.172916667E-2,-2.044740135E-3
4.175000000E-2,-2.380443739E-3
4.177083333E-2,-3.295999023E-3
4.179166667E-2,1.434369945E-3
4.181250000E-2,1.312295907E-3
4.183333333E-2,4.516739402E-3
4.185416667E-2,-1.800592059E-3
4.187500000E-2,-4.058961760E-3
4.189583333E-2,-9.918515580E-3
4.191666667E-2,-9.643848994E-3
4.193750000E-2,-6.469924009E-3
4.195833333E-2,-3.357036042E-4
4.197916667E-2,3.875850703E-3
4.200000000E-2,5.798516800E-3
4.202083333E-2,5.615405744E-3
4.204166667E-2,4.242072817E-3
4.206250000E-2,6.561479537E-3
4.208333333E-2,3.997924741E-3
4.210416667E-2,4.608294931E-3
4.212500000E-2,-6.714072085E-4
4.214583333E-2,-9.460737938E-4
4.216666667E-2,-4.486220893E-3
4.218750000E-2,-1.770073550E-3
4.220833333E-2,-1.251258889E-3
4.222916667E-2,3.967406232E-4
4.225000000E-2,2.685628834E-3
4.227083333E-2,9.765923032E-4
4.229166667E-2,1.190221870E-3
4.231250000E-2,-2.075258644E-3
4.233333333E-2,-3.051850948E-4
4.235416667E-2,-2.502517777E-3
4.237500000E-2,-1.831110569E-3
4.239583333E-2,-4.516739402E-3
4.241666667E-2,-1.495406964E-3
4.243750000E-2,-1.770073550E-3
4.245833333E-2,-7.934812464E-4
4.247916667E-2,4.272591327E-4
4.250000000E-2,-1.403851436E-3
4.252083333E-2,-8.545182653E-4
4.254166667E-2,-1.586962493E-3
4.256250000E-2,1.037629322E-3
4.258333333E-2,-1.403851436E-3
4.260416667E-2,2.746665853E-3
4.262500000E-2,3.021332438E-3
4.264583333E-2,7.538071841E-3
4.266666667E-2,NaN
