"Time (s)","Recording (a.u.)"
1.562500000E-2,-1.770073550E-3
1.564583333E-2,-1.220740379E-3
1.566666667E-2,-3.418073061E-3
1.568750000E-2,-4.364146855E-3
1.570833333E-2,-3.784295175E-3
1.572916667E-2,-3.082369457E-3
1.575000000E-2,-9.765923032E-4
1.577083333E-2,2.014221625E-3
1.579166667E-2,1.007110813E-3
1.581250000E-2,4.974517045E-3
1.583333333E-2,1.892147588E-3
1.585416667E-2,4.181035798E-3
1.587500000E-2,3.448591571E-3
1.589583333E-2,3.845332194E-3
1.591666667E-2,3.295999023E-3
1.593750000E-2,3.631702628E-3
1.595833333E-2,7.660145878E-3
1.597916667E-2,6.103701895E-3
1.600000000E-2,1.098666341E-2
1.602083333E-2,5.157628101E-3
1.604166667E-2,4.333628346E-3
1.606250000E-2,-2.258369701E-3
1.608333333E-2,-4.882961516E-3
1.610416667E-2,-5.462813196E-3
1.612500000E-2,-4.730368969E-3
1.614583333E-2,-2.655110324E-3
1.616666667E-2,-2.502517777E-3
1.618750000E-2,2.136295663E-4
1.620833333E-2,1.770073550E-3
1.622916667E-2,6.012146367E-3
1.625000000E-2,6.591998047E-3
1.627083333E-2,7.293923765E-3
1.629166667E-2,1.953184606E-3
1.631250000E-2,-2.044740135E-3
1.633333333E-2,-5.584887234E-3
1.635416667E-2,-3.265480514E-3
1.637500000E-2,-2.533036287E-3
1.639583333E-2,3.387554552E-3
1.641666667E-2,5.981627857E-3
1.643750000E-2,7.232886746E-3
1.645833333E-2,1.001007111E-2
1.647916667E-2,7.415997803E-3
1.650000000E-2,1.123081149E-2
1.652083333E-2,4.760887478E-3
1.654166667E-2,2.166814173E-3
1.656250000E-2,-5.432294687E-3
1.658333333E-2,-7.293923765E-3
1.660416667E-2,-1.077303385E-2
1.662500000E-2,-8.972441786E-3
1.664583333E-2,-5.218665120E-3
1.666666667E-2,-1.312295907E-3
1.668750000E-2,3.234962004E-3
1.670833333E-2,3.295999023E-3
1.672916667E-2,5.371257668E-3
1.675000000E-2,7.934812464E-4
1.677083333E-2,7.324442274E-4
1.679166667E-2,-3.875850703E-3
1.681250000E-2,-3.692739647E-3
1.683333333E-2,-5.890072329E-3
1.685416667E-2,-4.577776421E-3
1.687500000E-2,-2.868739891E-3
1.689583333E-2,2.441480758E-4
1.691666667E-2,4.516739402E-3
1.693750000E-2,6.012146367E-3
1.695833333E-2,8.514664144E-3
1.697916667E-2,3.601184118E-3
1.700000000E-2,6.714072085E-4
1.702083333E-2,-4.943998535E-3
1.704166667E-2,-4.242072817E-3
1.706250000E-2,-4.303109836E-3
1.708333333E-2,-2.136295663E-4
1.710416667E-2,-1.373332926E-3
1.712500000E-2,-1.953184606E-3
1.714583333E-2,-2.868739891E-3
1.716666667E-2,-2.197332682E-3
1.718750000E-2,1.159703360E-3
1.720833333E-2,-2.441480758E-4
1.722916667E-2,-1.953184606E-3
1.725000000E-2,-8.819849239E-3
1.727083333E-2,-1.110873745E-2
1.729166667E-2,-1.425214393E-2
1.731250000E-2,-7.049775689E-3
1.733333333E-2,-3.143406476E-3
1.735416667E-2,4.882961516E-3
1.737500000E-2,5.523850215E-3
1.739583333E-2,5.493331706E-3
1.741666667E-2,4.791405988E-3
1.743750000E-2,3.631702628E-3
1.745833333E-2,3.875850703E-3
1.747916667E-2,1.220740379E-4
1.750000000E-2,-1.831110569E-4
1.752083333E-2,-5.005035554E-3
1.754166667E-2,-3.753776666E-3
1.756250000E-2,-4.638813440E-3
1.758333333E-2,-7.934812464E-4
1.760416667E-2,-5.493331706E-4
1.762500000E-2,2.044740135E-3
1.764583333E-2,1.373332926E-3
1.766666667E-2,-8.545182653E-4
1.768750000E-2,-2.258369701E-3
1.770833333E-2,-4.455702383E-3
1.772916667E-2,-4.058961760E-3
1.775000000E-2,-6.805627613E-3
1.777083333E-2,-4.333628346E-3
1.779166667E-2,-5.096591082E-3
1.781250000E-2,-3.051850948E-5
1.783333333E-2,-8.545182653E-4
1.785416667E-2,2.136295663E-3
1.787500000E-2,1.800592059E-3
1.789583333E-2,4.272591327E-4
1.791666667E-2,2.685628834E-3
1.793750000E-2,9.460737938E-4
1.795833333E-2,2.990813929E-3
1.797916667E-2,1.068147832E-3
1.800000000E-2,4.211554308E-3
1.802083333E-2,5.249183630E-3
1.804166667E-2,8.056886502E-3
1.806250000E-2,5.523850215E-3
1.808333333E-2,3.082369457E-3
1.810416667E-2,-2.685628834E-3
1.812500000E-2,-6.714072085E-3
1.814583333E-2,-1.022370067E-2
1.816666667E-2,-9.033478805E-3
1.818750000E-2,-8.331553087E-3
1.820833333E-2,-6.500442518E-3
1.822916667E-2,-3.875850703E-3
1.825000000E-2,-4.547257912E-3
1.827083333E-2,2.563554796E-3
1.829166667E-2,5.188146611E-4
1.831250000E-2,6.347849971E-3
1.833333333E-2,2.075258644E-3
1.835416667E-2,-2.227851192E-3
1.837500000E-2,-6.469924009E-3
1.839583333E-2,-8.880886258E-3
1.841666667E-2,-6.134220405E-3
1.843750000E-2,-3.997924741E-3
1.845833333E-2,6.408886990E-4
1.847916667E-2,3.601184118E-3
1.850000000E-2,4.486220893E-3
1.852083333E-2,5.798516800E-3
1.854166667E-2,6.408886990E-3
1.856250000E-2,4.669331950E-3
1.858333333E-2,2.288888211E-3
1.860416667E-2,-6.317331462E-3
1.862500000E-2,-7.446516312E-3
1.864583333E-2,-1.351969970E-2
1.866666667E-2,-1.126133000E-2
1.868750000E-2,-1.049836726E-2
1.870833333E-2,-6.012146367E-3
1.872916667E-2,6.714072085E-4
1.875000000E-2,-3.051850948E-4
1.877083333E-2,6.103701895E-3
1.879166667E-2,-3.051850948E-5
1.881250000E-2,2.258369701E-3
1.883333333E-2,-3.479110080E-3
1.885416667E-2,-4.791405988E-3
1.887500000E-2,-4.852443007E-3
1.889583333E-2,-8.056886502E-3
1.891666667E-2,-3.631702628E-3
1.893750000E-2,-3.875850703E-3
1.895833333E-2,1.892147588E-3
1.897916667E-2,4.425183874E-3
1.900000000E-2,6.103701895E-3
1.902083333E-2,7.385479293E-3
1.904166667E-2,2.594073305E-3
1.906250000E-2,3.051850948E-5
1.908333333E-2,-3.295999023E-3
1.910416667E-2,-4.577776421E-3
1.912500000E-2,7.934812464E-4
1.914583333E-2,-2.960295419E-3
1.916666667E-2,1.709036531E-3
1.918750000E-2,-4.364146855E-3
1.920833333E-2,-1.739555040E-3
1.922916667E-2,3.051850948E-5
1.925000000E-2,-1.007110813E-3
1.927083333E-2,3.204443495E-3
1.929166667E-2,-7.446516312E-3
1.931250000E-2,-5.462813196E-3
1.933333333E-2,-1.535081027E-2
1.935416667E-2,-8.789330729E-3
1.937500000E-2,-4.242072817E-3
1.939583333E-2,1.831110569E-4
1.941666667E-2,9.796441542E-3
1.943750000E-2,4.608294931E-3
1.945833333E-2,8.697775201E-3
1.947916667E-2,4.394665365E-3
1.950000000E-2,5.493331706E-3
1.952083333E-2,4.364146855E-3
1.954166667E-2,-6.103701895E-5
1.956250000E-2,3.051850948E-4
1.958333333E-2,-4.882961516E-3
1.960416667E-2,-3.082369457E-3
1.962500000E-2,-1.159703360E-3
1.964583333E-2,-2.716147343E-3
1.966666667E-2,3.723258156E-3
1.968750000E-2,-6.103701895E-4
1.970833333E-2,2.685628834E-3
1.972916667E-2,-1.251258889E-3
1.975000000E-2,-3.845332194E-3
1.977083333E-2,-1.220740379E-3
1.979166667E-2,-7.599108860E-3
1.981250000E-2,-2.227851192E-3
1.983333333E-2,-7.080294198E-3
1.985416667E-2,-5.493331706E-4
1.987500000E-2,-1.586962493E-3
1.989583333E-2,4.577776421E-4
1.991666667E-2,1.983703116E-3
1.993750000E-2,-1.220740379E-3
1.995833333E-2,1.800592059E-3
1.997916667E-2,-7.934812464E-4
2.000000000E-2,1.495406964E-3
2.002083333E-2,4.882961516E-4
2.004166667E-2,7.324442274E-4
2.006250000E-2,4.333628346E-3
2.008333333E-2,5.493331706E-3
2.010416667E-2,6.164738914E-3
2.012500000E-2,5.859553819E-3
2.014583333E-2,-1.495406964E-3
2.016666667E-2,-2.166814173E-3
2.018750000E-2,-1.071199683E-2
2.020833333E-2,-7.690664388E-3
2.022916667E-2,-8.941923276E-3
2.025000000E-2,-8.026367992E-3
2.027083333E-2,-2.502517777E-3
2.029166667E-2,-7.141331217E-3
2.031250000E-2,2.929776910E-3
2.033333333E-2,2.441480758E-4
2.035416667E-2,7.019257179E-3
2.037500000E-2,5.584887234E-3
2.039583333E-2,1.922666097E-3
2.041666667E-2,-4.577776421E-4
2.043750000E-2,-8.331553087E-3
2.045833333E-2,-4.028443251E-3
2.047916667E-2,-5.066072573E-3
2.050000000E-2,7.934812464E-4
2.052083333E-2,3.723258156E-3
2.054166667E-2,5.676442763E-3
2.056250000E-2,8.209479049E-3
2.058333333E-2,7.232886746E-3
2.060416667E-2,9.369182409E-3
2.062500000E-2,6.103701895E-3
2.064583333E-2,3.051850948E-4
2.066666667E-2,-2.685628834E-3
2.068750000E-2,-1.058992279E-2
2.070833333E-2,-7.843256935E-3
2.072916667E-2,-1.083407086E-2
2.075000000E-2,-5.188146611E-3
2.077083333E-2,5.188146611E-4
2.079166667E-2,1.525925474E-3
2.081250000E-2,9.674367504E-3
2.083333333E-2,3.357036042E-3
2.085416667E-2,8.514664144E-3
2.087500000E-2,3.662221137E-4
2.089583333E-2,4.882961516E-4
2.091666667E-2,-2.227851192E-3
2.093750000E-2,-5.188146611E-3
2.095833333E-2,-2.227851192E-3
2.097916667E-2,-3.875850703E-3
2.100000000E-2,3.234962004E-3
2.102083333E-2,3.051850948E-3
2.104166667E-2,9.186071352E-3
2.106250000E-2,9.308145390E-3
2.108333333E-2,7.507553331E-3
2.110416667E-2,3.509628590E-3
2.112500000E-2,-1.342814417E-3
2.114583333E-2,-3.082369457E-3
2.116666667E-2,-1.220740379E-3
2.118750000E-2,-7.019257179E-4
2.120833333E-2,2.990813929E-3
2.122916667E-2,-7.934812464E-4
2.125000000E-2,-1.098666341E-3
2.127083333E-2,1.434369945E-3
2.129166667E-2,1.220740379E-4
2.131250000E-2,5.371257668E-3
2.133333333E-2,-1.220740379E-3
2.135416667E-2,-2.746665853E-3
2.137500000E-2,-9.826960051E-3
2.139583333E-2,-9.826960051E-3
2.141666667E-2,-7.690664388E-3
2.143750000E-2,-8.239997559E-4
2.145833333E-2,5.157628101E-3
2.147916667E-2,6.988738670E-3
2.150000000E-2,8.026367992E-3
2.152083333E-2,3.692739647E-3
2.154166667E-2,5.829035310E-3
2.156250000E-2,3.875850703E-3
2.158333333E-2,2.410962249E-3
2.160416667E-2,-6.408886990E-4
2.162500000E-2,-2.288888211E-3
2.164583333E-2,-4.303109836E-3
2.166666667E-2,-2.349925230E-3
2.168750000E-2,-1.709036531E-3
2.170833333E-2,1.129184851E-3
2.172916667E-2,1.770073550E-3
2.175000000E-2,2.533036287E-3
2.177083333E-2,1.739555040E-3
2.179166667E-2,-1.831110569E-3
2.181250000E-2,1.525925474E-4
2.183333333E-2,-4.394665365E-3
2.185416667E-2,-2.227851192E-3
2.187500000E-2,-4.730368969E-3
2.189583333E-2,-1.190221870E-3
2.191666667E-2,-9.155552843E-4
2.193750000E-2,1.586962493E-3
2.195833333E-2,2.380443739E-3
2.197916667E-2,1.556443983E-3
2.200000000E-2,2.258369701E-3
2.202083333E-2,3.051850948E-5
2.204166667E-2,4.028443251E-3
2.206250000E-2,1.464888455E-3
2.208333333E-2,3.906369213E-3
2.210416667E-2,4.486220893E-3
2.212500000E-2,7.202368236E-3
2.214583333E-2,8.484145634E-3
2.216666667E-2,9.033478805E-3
2.218750000E-2,4.852443007E-3
2.220833333E-2,1.983703116E-3
2.222916667E-2,-3.784295175E-3
2.225000000E-2,-5.951109348E-3
2.227083333E-2,-5.432294687E-3
2.229166667E-2,-5.951109348E-3
2.231250000E-2,-1.403851436E-3
2.233333333E-2,-3.631702628E-3
2.235416667E-2,1.831110569E-3
2.237500000E-2,1.861629078E-3
2.239583333E-2,6.714072085E-3
2.241666667E-2,7.019257179E-3
2.243750000E-2,5.615405744E-3
2.245833333E-2,1.770073550E-3
2.247916667E-2,-5.096591082E-3
2.250000000E-2,-5.127109592E-3
2.252083333E-2,-5.706961272E-3
2.254166667E-2,-7.324442274E-4
2.256250000E-2,2.410962249E-3
2.258333333E-2,6.164738914E-3
2.260416667E-2,7.995849483E-3
2.262500000E-2,9.521774957E-3
2.264583333E-2,8.789330729E-3
2.266666667E-2,1.141392254E-2
2.268750000E-2,4.089480270E-3
2.270833333E-2,1.831110569E-3
2.272916667E-2,-4.974517045E-3
2.275000000E-2,-7.721182897E-3
2.277083333E-2,-7.873775445E-3
2.279166667E-2,-8.178960540E-3
2.281250000E-2,-3.967406232E-4
2.283333333E-2,2.136295663E-4
2.285416667E-2,7.538071841E-3
2.287500000E-2,5.859553819E-3
2.289583333E-2,7.873775445E-3
2.291666667E-2,3.845332194E-3
2.293750000E-2,1.556443983E-3
2.295833333E-2,3.357036042E-4
2.297916667E-2,-2.197332682E-3
2.300000000E-2,-4.577776421E-4
2.302083333E-2,-1.312295907E-3
2.304166667E-2,3.418073061E-3
2.306250000E-2,5.066072573E-3
2.308333333E-2,9.643848994E-3
2.310416667E-2,1.110873745E-2
2.312500000E-2,1.278725547E-2
2.314583333E-2,8.758812220E-3
2.316666667E-2,6.469924009E-3
2.318750000E-2,2.746665853E-4
2.320833333E-2,2.197332682E-3
2.322916667E-2,1.647999512E-3
2.325000000E-2,3.967406232E-3
2.327083333E-2,4.333628346E-3
2.329166667E-2,6.714072085E-4
2.331250000E-2,4.425183874E-3
2.333333333E-2,1.403851436E-3
2.335416667E-2,8.392590106E-3
2.337500000E-2,3.265480514E-3
2.339583333E-2,2.899258400E-3
2.341666667E-2,-3.784295175E-3
2.343750000E-2,-7.507553331E-3
2.345833333E-2,-5.401776177E-3
2.347916667E-2,-2.136295663E-3
2.350000000E-2,6.256294443E-3
2.352083333E-2,8.728293710E-3
2.354166667E-2,1.174962615E-2
2.356250000E-2,8.941923276E-3
2.358333333E-2,8.636738182E-3
2.360416667E-2,8.331553087E-3
2.362500000E-2,6.866664632E-3
2.364583333E-2,3.601184118E-3
2.366666667E-2,1.495406964E-3
2.368750000E-2,-2.838221381E-3
2.370833333E-2,-1.739555040E-3
2.372916667E-2,-2.075258644E-3
2.375000000E-2,7.934812464E-4
2.377083333E-2,1.403851436E-3
2.379166667E-2,1.953184606E-3
2.381250000E-2,3.021332438E-3
2.383333333E-2,-1.312295907E-3
2.385416667E-2,0.000000000E0
2.387500000E-2,-4.089480270E-3
2.389583333E-2,-1.647999512E-3
2.391666667E-2,-6.134220405E-3
2.393750000E-2,-3.082369457E-3
2.395833333E-2,-1.892147588E-3
2.397916667E-2,-7.629627369E-4
2.400000000E-2,2.716147343E-3
2.402083333E-2,6.408886990E-4
2.404166667E-2,3.540147099E-3
2.406250000E-2,3.051850948E-5
2.408333333E-2,2.655110324E-3
2.410416667E-2,3.051850948E-3
2.412500000E-2,2.319406720E-3
2.414583333E-2,2.563554796E-3
2.416666667E-2,5.767998291E-3
2.418750000E-2,5.371257668E-3
2.420833333E-2,9.155552843E-3
2.422916667E-2,4.882961516E-3
2.425000000E-2,2.655110324E-3
2.427083333E-2,-2.136295663E-3
2.429166667E-2,-7.843256935E-3
2.431250000E-2,-6.378368480E-3
2.433333333E-2,-9.186071352E-3
2.435416667E-2,-3.540147099E-3
2.437500000E-2,-4.547257912E-3
2.439583333E-2,1.831110569E-4
2.441666667E-2,7.019257179E-4
2.443750000E-2,5.035554064E-3
2.445833333E-2,7.812738426E-3
2.447916667E-2,5.340739158E-3
2.450000000E-2,4.882961516E-3
2.452083333E-2,-3.112887967E-3
2.454166667E-2,-5.920590838E-3
2.456250000E-2,-6.073183386E-3
2.458333333E-2,-4.058961760E-3
2.460416667E-2,3.967406232E-4
2.462500000E-2,4.211554308E-3
2.464583333E-2,6.530961028E-3
2.466666667E-2,8.209479049E-3
2.468750000E-2,7.477034822E-3
2.470833333E-2,1.007110813E-2
2.472916667E-2,4.699850459E-3
2.475000000E-2,2.655110324E-3
2.477083333E-2,-4.943998535E-3
2.479166667E-2,-9.460737938E-3
2.481250000E-2,-1.025421918E-2
2.483333333E-2,-1.345866268E-2
2.485416667E-2,-5.767998291E-3
2.487500000E-2,-6.561479537E-3
2.489583333E-2,3.357036042E-3
2.491666667E-2,1.586962493E-3
2.493750000E-2,5.035554064E-3
2.495833333E-2,3.509628590E-3
2.497916667E-2,-1.800592059E-3
2.500000000E-2,-1.190221870E-3
2.502083333E-2,-7.721182897E-3
2.504166667E-2,-5.676442763E-3
2.506250000E-2,-7.232886746E-3
2.508333333E-2,-5.279702139E-3
2.510416667E-2,-1.831110569E-4
2.512500000E-2,5.493331706E-4
2.514583333E-2,6.653035066E-3
2.516666667E-2,7.049775689E-3
2.518750000E-2,4.333628346E-3
2.520833333E-2,4.211554308E-3
2.522916667E-2,-5.615405744E-3
2.525000000E-2,-2.533036287E-3
2.527083333E-2,-5.584887234E-3
2.529166667E-2,-2.166814173E-3
2.531250000E-2,-9.155552843E-5
2.533333333E-2,-4.028443251E-3
2.535416667E-2,5.493331706E-4
2.537500000E-2,-5.951109348E-3
2.539583333E-2,4.577776421E-3
2.541666667E-2,-1.220740379E-4
2.543750000E-2,4.577776421E-4
2.545833333E-2,-2.319406720E-3
2.547916667E-2,-1.138340403E-2
2.550000000E-2,-8.270516068E-3
2.552083333E-2,-9.979552599E-3
2.554166667E-2,-5.493331706E-4
2.556250000E-2,3.631702628E-3
2.558333333E-2,6.317331462E-3
2.560416667E-2,7.538071841E-3
2.562500000E-2,4.058961760E-3
2.564583333E-2,5.829035310E-3
2.566666667E-2,5.432294687E-3
2.568750000E-2,2.319406720E-3
2.570833333E-2,3.784295175E-3
2.572916667E-2,-4.974517045E-3
2.575000000E-2,-2.746665853E-4
2.577083333E-2,-4.974517045E-3
2.579166667E-2,-4.882961516E-4
2.581250000E-2,1.098666341E-3
2.583333333E-2,-1.037629322E-3
2.585416667E-2,4.425183874E-3
2.587500000E-2,-3.845332194E-3
2.589583333E-2,1.831110569E-4
2.591666667E-2,-6.500442518E-3
2.593750000E-2,-3.234962004E-3
2.595833333E-2,-6.042664876E-3
2.597916667E-2,-7.629627369E-3
2.600000000E-2,-2.594073305E-3
2.602083333E-2,-5.249183630E-3
2.604166667E-2,1.159703360E-3
2.606250000E-2,-9.460737938E-4
2.608333333E-2,1.403851436E-3
2.610416667E-2,1.098666341E-3
2.612500000E-2,-3.051850948E-4
2.614583333E-2,3.204443495E-3
2.616666667E-2,1.464888455E-3
2.618750000E-2,2.258369701E-3
2.620833333E-2,4.394665365E-3
2.622916667E-2,4.150517289E-3
2.625000000E-2,9.704886013E-3
2.627083333E-2,4.547257912E-3
2.629166667E-2,5.493331706E-3
2.631250000E-2,-1.098666341E-3
2.633333333E-2,-6.561479537E-3
2.635416667E-2,-6.073183386E-3
2.637500000E-2,-1.214636677E-2
2.639583333E-2,-4.181035798E-3
2.641666667E-2,-9.155552843E-3
2.643750000E-2,-2.014221625E-3
2.645833333E-2,-3.112887967E-3
2.647916667E-2,4.577776421E-4
2.650000000E-2,6.317331462E-3
2.652083333E-2,3.265480514E-3
2.654166667E-2,8.514664144E-3
2.656250000E-2,-1.831110569E-3
2.658333333E-2,-3.173924986E-3
2.660416667E-2,-7.568590350E-3
2.662500000E-2,-6.775109104E-3
2.664583333E-2,-7.629627369E-4
2.666666667E-2,1.220740379E-4
2.668750000E-2,6.561479537E-3
2.670833333E-2,6.622516556E-3
2.672916667E-2,6.683553575E-3
2.675000000E-2,1.101718192E-2
2.677083333E-2,5.829035310E-3
2.679166667E-2,8.209479049E-3
2.681250000E-2,-2.319406720E-3
2.683333333E-2,-5.249183630E-3
2.685416667E-2,-7.568590350E-3
2.687500000E-2,-1.290932951E-2
2.689583333E-2,-4.425183874E-3
2.691666667E-2,-7.507553331E-3
2.693750000E-2,4.852443007E-3
2.695833333E-2,3.204443495E-3
2.697916667E-2,8.148442030E-3
2.700000000E-2,8.148442030E-3
2.702083333E-2,3.112887967E-3
2.704166667E-2,5.310220649E-3
2.706250000E-2,-3.387554552E-3
2.708333333E-2,3.967406232E-4
2.710416667E-2,-3.631702628E-3
2.712500000E-2,-2.075258644E-3
2.714583333E-2,1.586962493E-3
2.716666667E-2,2.777184362E-3
2.718750000E-2,7.385479293E-3
2.720833333E-2,1.004058962E-2
2.722916667E-2,9.002960295E-3
2.725000000E-2,7.599108860E-3
2.727083333E-2,1.556443983E-3
2.729166667E-2,-1.220740379E-3
2.731250000E-2,-3.784295175E-3
2.733333333E-2,-7.629627369E-4
2.735416667E-2,1.220740379E-4
2.737500000E-2,-9.765923032E-4
2.739583333E-2,1.434369945E-3
2.741666667E-2,-4.333628346E-3
2.743750000E-2,3.723258156E-3
2.745833333E-2,1.464888455E-3
2.747916667E-2,3.692739647E-3
2.750000000E-2,-5.493331706E-4
2.752083333E-2,-6.469924009E-3
2.754166667E-2,-8.148442030E-3
2.756250000E-2,-1.080355235E-2
2.758333333E-2,-2.227851192E-3
2.760416667E-2,7.934812464E-4
2.762500000E-2,7.171849727E-3
2.764583333E-2,7.232886746E-3
2.766666667E-2,6.591998047E-3
2.768750000E-2,5.890072329E-3
2.770833333E-2,6.530961028E-3
2.772916667E-2,5.096591082E-3
2.775000000E-2,4.058961760E-3
2.777083333E-2,-1.220740379E-4
2.779166667E-2,-1.586962493E-3
2.781250000E-2,-3.082369457E-3
2.783333333E-2,2.746665853E-4
2.785416667E-2,9.765923032E-4
2.787500000E-2,2.471999268E-3
2.789583333E-2,4.608294931E-3
2.791666667E-2,-1.525925474E-4
2.793750000E-2,2.716147343E-3
2.795833333E-2,-4.577776421E-3
2.797916667E-2,-2.136295663E-4
2.800000000E-2,-3.479110080E-3
2.802083333E-2,-3.540147099E-3
2.804166667E-2,-1.373332926E-3
2.806250000E-2,-2.441480758E-3
2.808333333E-2,2.685628834E-3
2.810416667E-2,-7.019257179E-4
2.812500000E-2,3.692739647E-3
2.814583333E-2,2.441480758E-4
2.816666667E-2,7.019257179E-4
2.818750000E-2,1.068147832E-3
2.820833333E-2,1.739555040E-3
2.822916667E-2,1.373332926E-3
2.825000000E-2,2.777184362E-3
2.827083333E-2,4.058961760E-3
2.829166667E-2,7.232886746E-3
2.831250000E-2,7.354960784E-3
2.833333333E-2,5.462813196E-3
2.835416667E-2,2.471999268E-3
2.837500000E-2,-3.784295175E-3
2.839583333E-2,-6.164738914E-3
2.841666667E-2,-9.643848994E-3
2.843750000E-2,-6.744590594E-3
2.845833333E-2,-8.148442030E-3
2.847916667E-2,-3.784295175E-3
2.850000000E-2,-5.127109592E-3
2.852083333E-2,-7.629627369E-4
2.854166667E-2,1.953184606E-3
2.856250000E-2,3.692739647E-3
2.858333333E-2,4.608294931E-3
2.860416667E-2,-1.831110569E-4
2.862500000E-2,-4.455702383E-3
2.864583333E-2,-1.052888577E-2
2.866666667E-2,-9.277626881E-3
2.868750000E-2,-8.728293710E-3
2.870833333E-2,-1.892147588E-3
2.872916667E-2,3.967406232E-4
2.875000000E-2,3.997924741E-3
2.877083333E-2,4.516739402E-3
2.879166667E-2,4.669331950E-3
2.881250000E-2,5.798516800E-3
2.883333333E-2,2.502517777E-3
2.885416667E-2,-2.441480758E-4
2.887500000E-2,-8.453627125E-3
2.889583333E-2,-1.043733024E-2
2.891666667E-2,-1.544236579E-2
2.893750000E-2,-1.257362590E-2
2.895833333E-2,-1.132236702E-2
2.897916667E-2,-4.242072817E-3
2.900000000E-2,-1.647999512E-3
2.902083333E-2,3.082369457E-3
2.904166667E-2,2.929776910E-3
2.906250000E-2,1.129184851E-3
2.908333333E-2,-6.714072085E-4
2.910416667E-2,-6.134220405E-3
2.912500000E-2,-6.012146367E-3
2.914583333E-2,-9.826960051E-3
2.916666667E-2,-7.202368236E-3
2.918750000E-2,-7.293923765E-3
2.920833333E-2,-1.831110569E-3
2.922916667E-2,-3.357036042E-4
2.925000000E-2,5.523850215E-3
2.927083333E-2,5.005035554E-3
2.929166667E-2,5.218665120E-3
2.931250000E-2,8.239997559E-4
2.933333333E-2,-5.432294687E-3
2.935416667E-2,-6.958220161E-3
2.937500000E-2,-7.599108860E-3
2.939583333E-2,-5.157628101E-3
2.941666667E-2,-5.066072573E-3
2.943750000E-2,-3.387554552E-3
2.945833333E-2,-6.744590594E-3
2.947916667E-2,-3.753776666E-3
2.950000000E-2,-2.533036287E-3
2.952083333E-2,-1.251258889E-3
2.954166667E-2,-4.272591327E-3
2.956250000E-2,-8.056886502E-3
2.958333333E-2,-1.370281075E-2
2.960416667E-2,-1.586962493E-2
2.962500000E-2,-1.120029298E-2
2.964583333E-2,-7.293923765E-3
2.966666667E-2,1.220740379E-4
2.968750000E-2,1.068147832E-3
2.970833333E-2,3.204443495E-3
2.972916667E-2,-8.850367748E-4
2.975000000E-2,1.892147588E-3
2.977083333E-2,-1.525925474E-4
2.979166667E-2,-1.068147832E-3
2.981250000E-2,-3.234962004E-3
2.983333333E-2,-7.477034822E-3
2.985416667E-2,-8.026367992E-3
2.987500000E-2,-7.690664388E-3
2.989583333E-2,-4.669331950E-3
2.991666667E-2,-4.760887478E-3
2.993750000E-2,-4.272591327E-4
2.995833333E-2,-3.418073061E-3
2.997916667E-2,-2.655110324E-3
3.000000000E-2,-7.202368236E-3
3.002083333E-2,-6.653035066E-3
3.004166667E-2,-7.293923765E-3
3.006250000E-2,-8.514664144E-3
3.008333333E-2,-7.995849483E-3
3.010416667E-2,-7.873775445E-3
3.012500000E-2,-4.547257912E-3
3.014583333E-2,-5.005035554E-3
3.016666667E-2,-1.861629078E-3
3.018750000E-2,-3.112887967E-3
3.020833333E-2,-1.861629078E-3
3.022916667E-2,-2.990813929E-3
3.025000000E-2,-7.019257179E-4
3.027083333E-2,-8.239997559E-4
3.029166667E-2,6.103701895E-5
3.031250000E-2,1.525925474E-3
3.033333333E-2,3.540147099E-3
3.035416667E-2,5.737479781E-3
3.037500000E-2,4.242072817E-3
3.039583333E-2,2.380443739E-3
3.041666667E-2,-3.601184118E-3
3.043750000E-2,-6.378368480E-3
3.045833333E-2,-1.196325571E-2
3.047916667E-2,-9.277626881E-3
3.050000000E-2,-1.037629322E-2
3.052083333E-2,-6.256294443E-3
3.054166667E-2,-5.523850215E-3
3.056250000E-2,-2.624591815E-3
3.058333333E-2,4.577776421E-4
3.060416667E-2,3.357036042E-3
3.062500000E-2,5.829035310E-3
3.064583333E-2,1.739555040E-3
3.066666667E-2,5.798516800E-4
3.068750000E-2,-8.484145634E-3
3.070833333E-2,-9.063997314E-3
3.072916667E-2,-8.575701163E-3
3.075000000E-2,-4.333628346E-3
3.077083333E-2,-3.967406232E-4
3.079166667E-2,5.218665120E-3
3.081250000E-2,4.913480026E-3
3.083333333E-2,8.606219672E-3
3.085416667E-2,8.209479049E-3
3.087500000E-2,7.446516312E-3
3.089583333E-2,5.890072329E-3
3.091666667E-2,-3.021332438E-3
3.093750000E-2,-4.150517289E-3
3.095833333E-2,-1.132236702E-2
3.097916667E-2,-8.484145634E-3
3.100000000E-2,-8.941923276E-3
3.102083333E-2,-2.105777154E-3
3.104166667E-2,2.319406720E-3
3.106250000E-2,5.401776177E-3
3.108333333E-2,9.430219428E-3
3.110416667E-2,6.134220405E-3
3.112500000E-2,6.805627613E-3
3.114583333E-2,6.103701895E-4
3.116666667E-2,-1.831110569E-4
3.118750000E-2,-2.746665853E-3
3.120833333E-2,-3.448591571E-3
3.122916667E-2,-1.800592059E-3
3.125000000E-2,1.617481002E-3
3.127083333E-2,4.119998779E-3
3.129166667E-2,9.308145390E-3
3.131250000E-2,1.001007111E-2
3.133333333E-2,1.217688528E-2
